stage,epoch,step,loss,learning_rate,timestamp
pretrain,1,189000,1.41678941,0.000475862993036,2026-04-28T02:25:23
pretrain,1,189500,2.77364516,0.000475737464345,2026-04-28T02:26:01
pretrain,1,190000,3.20666027,0.000475611628683,2026-04-28T02:26:39
pretrain,1,190500,2.85435367,0.000475485486242,2026-04-28T02:27:20
pretrain,1,191000,3.08325362,0.000475359037214,2026-04-28T02:27:59
pretrain,1,191500,1.92035592,0.000475232281794,2026-04-28T02:28:37
pretrain,1,192000,1.71475720,0.000475105220175,2026-04-28T02:29:15
pretrain,1,192500,1.51423895,0.000474977852552,2026-04-28T02:29:54
pretrain,1,193000,3.23416376,0.000474850179118,2026-04-28T02:30:33
pretrain,1,193500,2.54366302,0.00047472220007,2026-04-28T02:31:11
pretrain,1,194000,1.82102370,0.000474593915603,2026-04-28T02:31:50
pretrain,1,194500,2.92362356,0.000474465325914,2026-04-28T02:32:28
pretrain,1,195000,2.85203981,0.000474336431199,2026-04-28T02:33:06
pretrain,1,195500,2.14169431,0.000474207231654,2026-04-28T02:33:47
pretrain,1,196000,2.79278016,0.000474077727478,2026-04-28T02:34:25
pretrain,1,196500,3.07455015,0.000473947918869,2026-04-28T02:35:04
pretrain,1,197000,3.16498327,0.000473817806025,2026-04-28T02:35:42
pretrain,1,197500,2.29419184,0.000473687389146,2026-04-28T02:36:20
pretrain,1,198000,3.00294971,0.00047355666843,2026-04-28T02:37:00
pretrain,1,198500,3.31823802,0.000473425644077,2026-04-28T02:37:38
pretrain,1,199000,3.10710478,0.000473294316288,2026-04-28T02:38:16
pretrain,1,199500,3.31920362,0.000473162685264,2026-04-28T02:38:55
pretrain,1,200000,1.77050185,0.000473030751206,2026-04-28T02:39:33
pretrain,1,200500,2.44867349,0.000472898514316,2026-04-28T02:40:13
pretrain,1,201000,2.21876121,0.000472765974795,2026-04-28T02:40:50
pretrain,1,201500,1.83806789,0.000472633132848,2026-04-28T02:41:29
pretrain,1,202000,2.64211106,0.000472499988676,2026-04-28T02:42:08
pretrain,1,202500,1.95152617,0.000472366542483,2026-04-28T02:42:45
pretrain,1,203000,2.85493922,0.000472232794474,2026-04-28T02:43:23
pretrain,1,203500,2.22844577,0.000472098744853,2026-04-28T02:44:02
pretrain,1,204000,2.92128897,0.000471964393825,2026-04-28T02:44:40
pretrain,1,204500,2.93212676,0.000471829741595,2026-04-28T02:45:20
pretrain,1,205000,3.21556687,0.00047169478837,2026-04-28T02:45:58
pretrain,1,205500,1.81315124,0.000471559534356,2026-04-28T02:46:38
pretrain,1,206000,2.34538913,0.000471423979759,2026-04-28T02:47:18
pretrain,1,206500,2.00791407,0.000471288124786,2026-04-28T02:47:56
pretrain,1,207000,2.58845782,0.000471151969647,2026-04-28T02:48:35
pretrain,1,207500,2.00309992,0.000471015514548,2026-04-28T02:49:12
pretrain,1,208000,2.09122968,0.000470878759699,2026-04-28T02:49:51
pretrain,1,208500,1.93364251,0.000470741705308,2026-04-28T02:50:30
pretrain,1,209000,2.72273946,0.000470604351586,2026-04-28T02:51:08
pretrain,1,209500,2.38353539,0.000470466698741,2026-04-28T02:51:46
pretrain,1,210000,0.83104002,0.000470328746986,2026-04-28T02:52:25
pretrain,1,210500,2.37625551,0.00047019049653,2026-04-28T02:53:06
pretrain,1,211000,2.80463004,0.000470051947585,2026-04-28T02:53:44
pretrain,1,211500,3.03167486,0.000469913100364,2026-04-28T02:54:23
pretrain,1,212000,1.96266425,0.000469773955077,2026-04-28T02:55:01
pretrain,1,212500,2.28302622,0.000469634511939,2026-04-28T02:55:39
pretrain,1,213000,2.38841033,0.000469494771162,2026-04-28T02:56:18
pretrain,1,213500,3.00805736,0.00046935473296,2026-04-28T02:56:56
pretrain,1,214000,3.75088859,0.000469214397547,2026-04-28T02:57:35
pretrain,1,214500,3.65783143,0.000469073765138,2026-04-28T02:58:15
pretrain,1,215000,2.94400048,0.000468932835948,2026-04-28T02:58:53
pretrain,1,215500,4.01258707,0.000468791610193,2026-04-28T02:59:33
pretrain,1,216000,2.58676863,0.000468650088087,2026-04-28T03:00:12
pretrain,1,216500,3.82838917,0.000468508269848,2026-04-28T03:00:51
pretrain,1,217000,3.91607833,0.000468366155693,2026-04-28T03:01:29
pretrain,1,217500,2.99205709,0.000468223745839,2026-04-28T03:02:08
pretrain,1,218000,2.21335053,0.000468081040504,2026-04-28T03:02:47
pretrain,1,218500,2.42405987,0.000467938039905,2026-04-28T03:03:26
pretrain,1,219000,2.39185548,0.000467794744262,2026-04-28T03:04:04
pretrain,1,219500,3.10160851,0.000467651153794,2026-04-28T03:04:43
pretrain,1,220000,2.34156895,0.00046750726872,2026-04-28T03:05:21
pretrain,1,220500,1.94522929,0.000467363089261,2026-04-28T03:06:01
pretrain,1,221000,2.36490202,0.000467218615636,2026-04-28T03:06:40
pretrain,1,221500,2.68644762,0.000467073848067,2026-04-28T03:07:18
